166,60,13,5
167,58,71,4
168,43,58,18
169,75,73,14
170,19,49,11
171,89,99,5
172,91,47,11
173,33,17,9
174,70,60,14
175,82,25,15
176,93,22,7
177,17,47,6
178,69,55,12
179,20,99,1
180,51,26,18
181,60,45,5
182,35,6,19
183,82,98,16
184,70,89,12
185,87,65,4
186,67,9,17
187,54,35,1
188,53,3,4
189,34,68,20
190,3,63,11
191,0,93,6
192,37,63,17
193,39,58,8
194,40,28,7
195,92,9,13
196,58,31,20
197,9,0,1
198,42,35,14
199,83,58,10
200,11,54,14
201,0,56,2
202,62,1,18
203,20,51,20
204,89,22,20
205,99,38,18
206,95,36,8
207,88,89,14
208,1,33,5
209,99,43,4
210,74,1,10
211,72,31,14
212,8,62,4
213,79,28,17
214,18,83,8
215,40,85,19
216,65,9,2
217,97,9,1
218,68,10,14
219,11,97,11
220,9,96,14
221,12,28,13
222,69,26,16
223,42,8,12
224,88,87,13
225,85,69,4
226,86,93,20
227,61,9,16
228,68,56,7
229,83,63,6
230,15,12,3
231,47,82,19
232,68,26,8
233,0,99,10
234,56,81,17
235,70,58,14
236,97,57,17
237,21,14,15
238,7,93,13
239,25,30,2
240,62,95,13
241,68,95,20
242,54,31,14
243,38,9,5
244,26,73,12
245,29,39,5
246,69,86,11
247,39,88,6
248,93,44,7
249,13,21,8
250,46,62,6
251,42,43,4
252,41,94,11
253,31,87,9
254,2,86,9
255,30,45,11
256,87,50,17
257,87,30,17
258,67,31,3
259,27,23,20
260,19,13,5
261,17,24,16
262,15,85,11
263,2,35,1
264,10,36,11
265,82,47,9
266,95,91,19
267,3,7,4
268,50,69,13
269,12,70,20
270,84,94,10
271,84,36,20
272,90,73,13
273,79,46,13
274,74,25,14
275,76,35,20
276,76,13,6
277,23,76,12
278,61,87,14
279,76,88,16
280,67,80,5
281,29,7,14
282,95,85,4
283,83,24,17
284,91,25,2
285,53,47,20
286,92,89,1
287,59,63,14
288,55,0,5
289,13,20,11
290,4,64,17
291,75,27,9
292,68,7,17
293,66,92,15
294,89,39,7
295,44,64,9
296,0,92,8
297,56,15,11
298,33,52,11
299,69,8,19
300,50,25,14
301,90,43,4
302,69,4,10
303,64,40,9
304,84,89,10
305,12,30,15
306,18,16,17
307,71,66,3
308,19,67,10
309,99,71,10
310,89,10,15
311,42,3,12
312,1,73,6
313,57,32,4
314,8,11,2
315,38,52,1
316,15,18,15
317,10,95,3
318,80,22,11
319,9,64,16
320,59,63,6
321,77,18,8
322,40,59,15
323,31,1,2
324,76,29,5
325,95,0,3
326,0,52,17
327,46,94,13
328,55,83,14
329,26,6,18
330,83,79,6
331,28,42,13
332,18,3,18
333,20,2,15
334,0,1,10
335,6,83,3
336,28,5,2
337,24,97,18
338,25,4,13
339,48,63,7
340,59,90,16
341,91,60,4
342,26,66,6
343,89,32,17
344,8,37,19
345,20,76,1
346,56,75,4
347,87,84,15
348,39,99,16
349,83,11,17
350,76,33,15
351,96,47,14
352,13,49,16
353,17,60,8
354,33,7,8
355,31,88,20
356,78,53,3
357,75,88,10
358,60,29,19
359,93,46,7
360,77,86,11
361,41,42,10
362,19,40,16
363,68,38,8
364,3,31,9
365,82,15,15
366,6,62,4
367,16,69,12
368,17,75,7
369,20,84,6
370,30,61,2
371,31,61,2
372,96,14,13
373,63,89,18
374,78,87,14
375,63,91,3
376,13,59,17
377,43,76,15
378,27,57,4
379,44,93,13
380,18,21,3
381,80,68,14
382,97,17,6
383,74,66,7
384,18,64,19
385,1,75,16
386,59,94,14
387,4,86,12
388,6,58,3
389,82,52,3
390,90,3,18
391,96,91,13
392,27,64,19
393,21,19,19
394,57,91,7
395,63,76,2
396,42,93,1
397,84,50,8
398,52,51,13
399,33,17,11
400,5,60,10
401,33,72,6
402,99,8,5
403,27,70,11
404,70,68,18
405,64,6,3
406,52,3,3
407,27,74,15
408,92,39,11
409,68,81,5
410,70,50,19
411,74,73,4
412,96,20,6
413,48,59,3
414,13,22,20
415,73,76,10
416,49,5,4
417,27,12,5
418,8,12,8
419,43,78,18
420,97,38,10
421,13,73,4
422,74,60,14
423,46,36,18
424,86,80,12
425,62,68,7
426,42,3,13
427,3,50,1
428,16,29,14
429,86,1,1
430,55,38,16
431,71,63,10
432,61,86,19
433,22,78,13
434,60,94,12
435,12,89,9
436,49,76,16
437,98,81,13
438,94,55,19
439,55,59,4
440,10,96,5
441,48,84,16
442,93,94,17
443,86,54,15
444,42,77,13
445,56,70,9
446,73,83,20
447,95,99,14
448,55,53,3
449,1,71,18
450,10,56,7
451,81,48,15
452,8,20,5
453,89,50,15
454,23,34,9
455,75,82,9
456,10,92,5
457,90,55,18
458,26,13,1
459,48,17,10
460,39,5,19
461,61,11,11
462,6,28,5
463,34,82,17
464,82,64,2
465,32,10,9
466,91,43,7
467,36,39,2
468,22,24,18
469,47,43,12
470,87,70,3
471,40,90,15
472,59,65,10
473,24,8,1
474,18,4,1
475,38,28,8
476,71,6,18
477,40,1,14
478,83,65,3
479,17,71,9
480,39,34,14
481,84,75,1
482,12,72,14
483,94,16,4
484,44,6,18
485,90,34,5
486,47,13,7
487,14,33,16
488,72,19,16
489,97,34,13
490,23,42,1
491,12,2,7
492,3,24,10
493,29,83,20
494,17,50,15
495,3,42,4
496,63,10,10
497,56,75,20
498,15,22,1
499,11,22,7
